Gene.Name	Gene.ID
RALFL5	AT1G35467
AT1G35515	AT1G35515
AT1G35516	AT1G35516
AT1G35545	AT1G35545
AT1G35545	AT1G35545
TCP23	AT1G35560
CINV1	AT1G35580
NA	NA
CPK11	AT1G35670
ANN1	AT1G35720
AT1G06933	AT1G06933
TPPD	AT1G35910
AT1G36050	AT1G36050
ACC1	AT1G36160
ACC2	AT1G36180
AT1G36310	AT1G36310
AT1G36380	AT1G36380
NA	NA
AT1G36622	AT1G36622
AT1G36730	AT1G36730
AT1G36992	AT1G36992
NIA2	AT1G37130
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
AT1G42470	AT1G42470
AT1G42480	AT1G42480
PMI1	AT1G42550
BZIP60	AT1G42990
LCV2	AT1G43130
AT1G43560	AT1G43560
AT1G43600	AT1G43600
AT1G43600	AT1G43600
AT1G07177	AT1G07177
AT1G43667	AT1G43667
SDC	AT1G43710
AT1G07197	AT1G07197
SEU	AT1G43850
AT1G07233	AT1G07233
AT1G43900	AT1G43900
AT1G43910	AT1G43910
PCMP-E58	AT1G43980
SGRL	AT1G44000
CYCA1-1	AT1G44110
NA	NA
NA	NA
ALDH3H1	AT1G44170
NA	NA
NA	NA
CAO	AT1G44446
AT1G44542	AT1G44542
NA	NA
PUP11	AT1G44750
NA	NA
AT1G07273	AT1G07273
AT1G07287	AT1G07287
BGAL5	AT1G45130
TRX5	AT1G45145
OEP24A	AT1G45170
ABF2	AT1G45249
AT1G45230	AT1G45230
LHCA5	AT1G45474
NA	NA
AT1G45976	AT1G45976
AT1G46554	AT1G46554
RAP2-1	AT1G46768
RD21A	AT1G47128
RD21A	AT1G47128
AT1G47130	AT1G47130
NRAMP2	AT1G47240
AT1G07347	AT1G07347
AT1G47380	AT1G47380
RBP47C	AT1G47490
IP5P11	AT1G47510
DTX33	AT1G47530
SEC3A	AT1G47550
SEC3B	AT1G47560
AT1G47570	AT1G47570
E2FC	AT1G47870
C/VIF1	AT1G47960
AT1G07463	AT1G07463
NA	NA
AT1G48100	AT1G48100
AT1G07477	AT1G07477
AT1G48110	AT1G48110
AT1G48120	AT1G48120
AT1G48140	AT1G48140
AT1G48200	AT1G48200
AT1G48210	AT1G48210
NPSN12	AT1G48240
AT1G48280	AT1G48280
AT1G48300	AT1G48300
AT1G48310	AT1G48310
DHNAT1	AT1G48320
AGO1	AT1G48410
AT1G48430	AT1G48430
AT1G48440	AT1G48440
AT1G48540	AT1G48540
AT1G48550	AT1G48550
AT1G48560	AT1G48560
AT1G48580	AT1G48580
NA	NA
AT1G48620	AT1G48620
RACK1B	AT1G48630
PEX3-2	AT1G48635
AT1G48650	AT1G48650
AT1G48698	AT1G48698
AT1G48740	AT1G48740
AT1G07503	AT1G07503
AMSH1	AT1G48790
RPS7A	AT1G48830
AT1G48840	AT1G48840
NUCL1	AT1G48920
AT1G48930	AT1G48930
AT1G48953	AT1G48953
NA	NA
AT1G49020	AT1G49020
AT1G49180	AT1G49180
AT1G49250	AT1G49250
PI4KA1	AT1G49340
TOM6	AT1G49410
TOM6	AT1G49410
AT1G49450	AT1G49450
AT1G49460	AT1G49460
NA	NA
AT1G49500	AT1G49500
AT1G49500	AT1G49500
PER10	AT1G49570
KRP7	AT1G49620
CXE5	AT1G49660
AT1G49670	AT1G49670
FUT12	AT1G49710
ABF1	AT1G49720
AT1G49730	AT1G49730
AT1G49740	AT1G49740
PAB8	AT1G49760
PUB26	AT1G49780
AT1G49832	AT1G49832
RHY1A	AT1G49850
AT1G49870	AT1G49870
AT1G49900	AT1G49900
TUBA4	AT1G50010
AT1G50020	AT1G50020
AT1G50100	AT1G50100
SIRB	AT1G50170
FTSH1	AT1G50250
AT1G50280	AT1G50280
ATHX	AT1G50320
AT1G50380	AT1G50380
TOM40-2	AT1G50400
NA	NA
AT1G50450	AT1G50450
THFS	AT1G50480
SCL5	AT1G50600
AT1G50630	AT1G50630
AT1G50660	AT1G50660
AT1G50730	AT1G50730
AT1G50732	AT1G50732
FAX5	AT1G50740
AT1G50770	AT1G50770
SP2L	AT1G50890
LTD	AT1G50900
ETFA	AT1G50940
AT1G50950	AT1G50950
AT1G07707	AT1G07707
AT1G51100	AT1G51100
NSE4A	AT1G51130
BHLH122	AT1G51140
AT1G51172	AT1G51172
SAP2	AT1G51200
AT1G51210	AT1G51210
NIFU5	AT1G51390
AT1G51400	AT1G51400
AT1G51430	AT1G51430
AT1G51630	AT1G51630
AT1G51645	AT1G51645
PP2AB1	AT1G51690
AT1G07763	AT1G07763
AT1G51730	AT1G51730
SYP81	AT1G51740
AT1G51745	AT1G51745
AT1G51800	AT1G51800
AT1G07773	AT1G07773
NA	NA
AT1G52080	AT1G52080
ATHB-15	AT1G52150
CURT1C	AT1G52220
PSAH2	AT1G52230
PERK15	AT1G52290
AT1G07803	AT1G07803
ABA2	AT1G52340
AT1G52370	AT1G52370
TSA1	AT1G52410
AT1G52415	AT1G52415
AT1G52450	AT1G52450
AT1G52565	AT1G52565
AT1G52590	AT1G52590
AT1G52600	AT1G52600
AT1G52615	AT1G52615
AT1G52670	AT1G52670
AT1G52690	AT1G52690
AT1G52700	AT1G52700
AT1G52720	AT1G52720
AT1G52710	AT1G52710
AT1G52780	AT1G52780
AT1G52855	AT1G52855
AT1G52860	AT1G52860
NAC018	AT1G52880
AT1G07843	AT1G07843
GCR2	AT1G52920
AT1G52930	AT1G52930
AT1G52970	AT1G52970
UBC26	AT1G53025
SPA4	AT1G53090
DRP5A	AT1G53140
AT1G53163	AT1G53163
AT1G07873	AT1G07873
AT1G07873	AT1G07873
ERF8	AT1G53170
AT1G53200	AT1G53200
DJ1B	AT1G53280
AT1G53285	AT1G53285
NA	NA
TULP7	AT1G53320
AT1G53400	AT1G53400
AT1G53440	AT1G53440
AT1G53460	AT1G53460
MSL4	AT1G53470
HSP17.6C	AT1G53540
AT1G53560	AT1G53560
GLY3	AT1G53580
NTMC2T6.1	AT1G53590
MSRB1	AT1G53670
WAG1	AT1G53700
RPT1A	AT1G53750
AT1G53770	AT1G53770
AT1G53790	AT1G53790
AT1G53800	AT1G53800
GLIP5	AT1G53920
AT1G53935	AT1G53935
AT1G53980	AT1G53980
NA	NA
ESP	AT1G54040
ASIL1	AT1G54060
UBP1A	AT1G54080
ALDH7B4	AT1G54100
AT1G54120	AT1G54120
RSH3	AT1G54130
ATG12A	AT1G54210
AT1G54290	AT1G54290
AT1G54360	AT1G54360
AT1G54500	AT1G54500
AT1G54570	AT1G54570
AT1G54740	AT1G54740
AT1G54780	AT1G54780
AT1G54780	AT1G54780
NFYC3	AT1G54830
IDM2	AT1G54840
ACD22.3	AT1G54850
AXR4	AT1G54990
NA	NA
LOX1	AT1G55020
AT1G55040	AT1G55040
MED9	AT1G55080
AT1G55090	AT1G55090
TMN6	AT1G55130
AT1G55140	AT1G55140
RH20	AT1G55150
FLXL3	AT1G55170
FLXL3	AT1G55170
PLDALPHA4	AT1G55180
AT1G55260	AT1G55260
AT1G55265	AT1G55265
AT1G55340	AT1G55340
AT1G55450	AT1G55450
AT1G55480	AT1G55480
BCDH BETA1	AT1G55510
TBP2	AT1G55520
NUP214	AT1G55540
AT1G08057	AT1G08057
SCL18	AT1G55580
SCL18	AT1G55580
CLC-F	AT1G55620
AT1G55625	AT1G55625
PSAG	AT1G55670
AT1G55700	AT1G55700
RFS1	AT1G55740
TFB1-1	AT1G55750
AT1G55755	AT1G55755
UKL3	AT1G55810
GIP1L	AT1G55820
CSLE1	AT1G55850
AT1G55915	AT1G55915
AT1G55917	AT1G55917
CBSDUFCH2	AT1G55930
NAC021	AT1G56010
NA	NA
RPL41D	AT1G56045
AT1G56080	AT1G56080
AT1G56140	AT1G56140
AT1G56145	AT1G56145
NFYC2	AT1G56170
AT1G56200	AT1G56200
NA	NA
AT1G56220	AT1G56220
AT1G08093	AT1G08093
AT1G08097	AT1G08097
PP2B13	AT1G56240
AT1G56310	AT1G56310
SAR1B	AT1G56330
CRT1	AT1G56340
NAS4	AT1G56430
AT1G56440	AT1G56440
PBG1	AT1G56450
AT1G56500	AT1G56500
AP3M	AT1G56590
GOLS2	AT1G56600
AT1G56612	AT1G56612
AT1G56660	AT1G56660
AT1G56720	AT1G56720
AT1G57540	AT1G57540
AT1G57600	AT1G57600
AT1G57680	AT1G57680
AT1G57765	AT1G57765
AT1G57770	AT1G57770
AT1G58025	AT1G58025
CAT2	AT1G58030
AT1G58090	AT1G58090
BCA6	AT1G58180
MSL3	AT1G58200
AT1G58250	AT1G58250
AT1G58270	AT1G58270
HEMA1	AT1G58290
RBP1	AT1G58470
RBP1	AT1G58470
NA	NA
AT1G59520	AT1G59520
AT1G59620	AT1G59620
AT1G08257	AT1G08257
BPE	AT1G59640
NUP98B	AT1G59660
AT1G59680	AT1G59680
AT1G59690	AT1G59690
PCMP-H51	AT1G59720
NPF4.3	AT1G59740
ALA3	AT1G59820
PP2A1	AT1G59830
AT1G59885	AT1G59885
FH7	AT1G59910
AT1G59930	AT1G59930
AT1G59960	AT1G59960
MI0019223	AT1G08287
AT1G08293	AT1G08293
RH22	AT1G59990
p_MI0001441	AT1G60025
AT1G60080	AT1G60080
BGLU4	AT1G60090
AT1G60095	AT1G60095
TPS10	AT1G60140
TPS10	AT1G60140
PUB19	AT1G60190
NA	NA
BGLU6	AT1G60270
AT1G60380	AT1G60380
ARPC3	AT1G60430
AT1G60590	AT1G60590
CB5LP	AT1G60660
AT1G60690	AT1G60690
AP1M2	AT1G60780
TBL2	AT1G60790
NIK3	AT1G60800
AT1G60880	AT1G60880
U2AF65B	AT1G60900
FD2	AT1G60950
AT1G61100	AT1G61100
AT1G61210	AT1G61210
p_MI0005398	AT1G61224
p_MI0005398	AT1G61224
AT1G08363	AT1G08363
AT1G61240	AT1G61240
AT1G61255	AT1G61255
AT1G61260	AT1G61260
AT1G61340	AT1G61340
AT1G61340	AT1G61340
AT1G61350	AT1G61350
CAF1-5	AT1G61470
AT1G61620	AT1G61620
BHLH112	AT1G61660
p_MI0005106	AT1G61732
AT1G61780	AT1G61780
OST3B	AT1G61790
RIC9	AT1G61795
BGLU45	AT1G61810
BGLU45	AT1G61810
AT1G61840	AT1G61840
AT1G61840	AT1G61840
PPR336	AT1G61870
AT1G61880	AT1G61880
DTX37	AT1G61890
AT1G61980	AT1G61980
AT1G62030	AT1G62030
AT1G62045	AT1G62045
AT1G62110	AT1G62110
FAD4L1	AT1G62190
APA2	AT1G62290
WRKY6	AT1G62300
AT1G08503	AT1G08503
AT1G08523	AT1G08523
NA	NA
AT1G62480	AT1G62480
AT1G62480	AT1G62480
AT1G62515	AT1G62515
FMOGS-OX2	AT1G62540
FMOGS-OX4	AT1G62570
AT1G08553	AT1G08553
AT1G62720	AT1G62720
AT1G62730	AT1G62730
HOP2	AT1G62740
CPEFG	AT1G62750
AT1G62780	AT1G62780
AT1G62810	AT1G62810
AT1G62870	AT1G62870
BHLH125	AT1G62975
KNAT7	AT1G62990
AT1G08587	AT1G08587
LPLAT2	AT1G63050
PP2A11	AT1G63090
AT1G63110	AT1G63110
RBL2	AT1G63120
AT1G63200	AT1G63200
CLE14	AT1G63245
TET10	AT1G63260
ABCI1	AT1G63270
AT1G63390	AT1G63390
AT1G63400	AT1G63400
AT1G63410	AT1G63410
AT1G63410	AT1G63410
HMA5	AT1G63440
AT1G63490	AT1G63490
AT1G63610	AT1G63610
AT1G63680	AT1G63680
SPPL2	AT1G63690
YDA	AT1G63700
AT1G63780	AT1G63780
AT1G63810	AT1G63810
AT1G63830	AT1G63830
AT1G63820	AT1G63820
NA	NA
AT1G63850	AT1G63850
AT1G63950	AT1G63950
ISPF	AT1G63970
AT1G63980	AT1G63980
AT1G64050	AT1G64050
RLM1A	AT1G64070
MAKR2	AT1G64080
RTNLB3	AT1G64090
AT1G64110	AT1G64110
AT1G08653	AT1G08653
AT1G64180	AT1G64180
AT1G64185	AT1G64185
AT1G64190	AT1G64190
TOM7-2	AT1G64220
AT1G08667	AT1G08667
NPR1	AT1G64280
AT1G64300	AT1G64300
AT1G64355	AT1G64355
ERF061	AT1G64380
NA	NA
AT1G64390	AT1G64390
NA	NA
UGE4	AT1G64440
AT1G64460	AT1G64460
AT1G64500	AT1G64500
AT1G64563	AT1G64563
AT1G64570	AT1G64570
AT1G64600	AT1G64600
AT1G64610	AT1G64610
AT1G64618	AT1G64618
AT1G08717	AT1G08717
MGL	AT1G64660
AT1G64680	AT1G64680
AT1G64710	AT1G64710
AT1G64720	AT1G64720
AT1G64760	AT1G64760
AT1G64800	AT1G64800
AT1G64850	AT1G64850
SIGA	AT1G64860
VTE4	AT1G64970
HRD1B	AT1G65040
AT1G65050	AT1G65050
AT1G65110	AT1G65110
AT1G65280	AT1G65280
MTACP2	AT1G65290
PP2A5	AT1G65390
FAS1	AT1G65470
AT1G65486	AT1G65486
AT1G65541	AT1G65541
AT1G65560	AT1G65560
IP5P15	AT1G65580
AT1G65720	AT1G65720
AT1G65830	AT1G65830
CICDH	AT1G65930
AT1G65985	AT1G65985
AT1G66110	AT1G66110
AT1G66173	AT1G66173
AT1G66180	AT1G66180
AT1G66190	AT1G66190
AT1G08817	AT1G08817
AT1G66330	AT1G66330
RGL1	AT1G66350
CAR2	AT1G66360
MYB90	AT1G66390
NA	NA
PCFS1	AT1G66500
AT1G66510	AT1G66510
AT1G66520	AT1G66520
p_MI0000196	AT1G66725
DTX9	AT1G66760
AT1G66810	AT1G66810
PMI2	AT1G66840
AT1G66890	AT1G66890
LUP5	AT1G66960
AT1G67020	AT1G67020
AT1G67035	AT1G67035
AT1G08897	AT1G08897
ABA4	AT1G67080
AT1G67140	AT1G67140
CRWN1	AT1G67230
AT1G67238	AT1G67238
AT1G08923	AT1G08923
AT1G67280	AT1G67280
AT1G67300	AT1G67300
CMTA4	AT1G67310
AT1G08933	AT1G08933
AT1G67340	AT1G67340
AT1G67360	AT1G67360
NA	NA
AT1G67480	AT1G67480
REV3	AT1G67500
LOX6	AT1G67560
AT1G67570	AT1G67570
AT1G67590	AT1G67590
AT1G67690	AT1G67690
HHL1	AT1G67700
AT1G67760	AT1G67760
AT1G67785	AT1G67785
AT1G67820	AT1G67820
AT1G67856	AT1G67856
AT1G67880	AT1G67880
AT1G67900	AT1G67900
AT1G67920	AT1G67920
POD1	AT1G67960
HPR	AT1G68010
TPS6	AT1G68020
ADO3	AT1G68050
BPC3	AT1G68120
AT1G68140	AT1G68140
AT1G68200	AT1G68200
RTNLB14	AT1G68230
NA	NA
AT1G68300	AT1G68300
AE7	AT1G68310
AT1G68340	AT1G68340
AT1G08983	AT1G08983
AT1G68360	AT1G68360
AT1G68420	AT1G68420
AT1G68440	AT1G68440
AT1G68430	AT1G68430
NA	NA
NA	NA
GT17	AT1G68470
AT1G68490	AT1G68490
AT1G68500	AT1G68500
CUT1	AT1G68530
TKPR2	AT1G68540
ERF118	AT1G68550
ERF118	AT1G68550
AT1G08993	AT1G08993
AT1G68580	AT1G68580
AT1G68650	AT1G68650
CPLS1	AT1G68660
TADA	AT1G68720
NA	NA
NUDT1	AT1G68760
NA	NA
CRWN3	AT1G68790
AT1G68820	AT1G68820
STN7	AT1G68830
STN7	AT1G68830
AT1G68872	AT1G68872
WIT2	AT1G68910
AT1G09027	AT1G09027
BIM2	AT1G69010
AT1G69030	AT1G69030
AT1G69060	AT1G69060
AP1	AT1G69120
AT1G09047	AT1G09047
SPL6	AT1G69170
SPL6	AT1G69170
AT1G69210	AT1G69210
SP1L2	AT1G69230
AT1G69252	AT1G69252
AT1G69252	AT1G69252
AFP1	AT1G69260
RPK1	AT1G69270
PDCB4	AT1G69295
WRKY57	AT1G69310
CLE10	AT1G69320
CM3	AT1G69370
AT1G69460	AT1G69460
NAC029	AT1G69490
CYP704B1	AT1G69500
AT1G09063	AT1G09063
AT1G09067	AT1G09067
AT1G69540	AT1G69540
CDF5	AT1G69570
ZHD11	AT1G69600
AT1G69610	AT1G69610
SBH1	AT1G69640
AT1G09097	AT1G09097
TCP15	AT1G69690
WAKL9	AT1G69730
AT1G69760	AT1G69760
CMT3	AT1G69770
CBSCBS2	AT1G69800
WRKY36	AT1G69810
AMY3	AT1G69830
NPF2.13	AT1G69870
TRX8	AT1G69880
NA	NA
NA	NA
AT1G69900	AT1G69900
PP2A5	AT1G69960
AT1G70000	AT1G70000
AT1G70100	AT1G70100
AT1G70160	AT1G70160
2MMP	AT1G70170
AT1G70185	AT1G70185
AT1G70200	AT1G70200
CYCD1-1	AT1G70210
AXY4	AT1G70230
AT1G70250	AT1G70250
AT1G70280	AT1G70280
TPS8	AT1G70290
POT6	AT1G70300
AT1G09163	AT1G09163
ENT1	AT1G70330
AT1G70350	AT1G70350
NA	NA
AT1G70420	AT1G70420
AT1G09173	AT1G09173
PERK13	AT1G70460
ARF2-A	AT1G70490
TAA1	AT1G70560
AT1G70590	AT1G70590
RPL27AC	AT1G70600
ABCB26	AT1G70610
p_MI0005107	AT1G70645
TIFY7	AT1G70700
AT1G70720	AT1G70720
NA	NA
AT1G09197	AT1G09197
AT1G09197	AT1G09197
PIN3	AT1G70940
AT1G70944	AT1G70944
WDL7	AT1G70950
AT1G71000	AT1G71000
AT1G71030	AT1G71030
LPR2	AT1G71040
AT1G71080	AT1G71080
AT1G71110	AT1G71110
AT1G71210	AT1G71210
UGGT	AT1G71220
CSN5A	AT1G71230
AT1G71310	AT1G71310
NAP5	AT1G71330
AT1G71350	AT1G71350
AT1G71360	AT1G71360
PCMP-E67	AT1G71490
AT1G71500	AT1G71500
ERF020	AT1G71520
PER12	AT1G71695
AT1G71700	AT1G71700
AT1G09263	AT1G09263
IP5P3	AT1G71710
AT1G71790	AT1G71790
AT1G71780	AT1G71780
AT1G71790	AT1G71790
AT1G71828	AT1G71828
AT1G71850	AT1G71850
DTX54	AT1G71870
NA	NA
NA	NA
HISN6B	AT1G71920
AT1G71940	AT1G71940
ABCG25	AT1G71960
RMR2	AT1G71980
FUT13	AT1G71990
AT1G72020	AT1G72020
AT1G72030	AT1G72030
NPF5.14	AT1G72120
AT1G72170	AT1G72170
NA	NA
AT1G72190	AT1G72190
AT1G72240	AT1G72240
AT1G72250	AT1G72250
AT1G72270	AT1G72270
AERO1	AT1G72280
PSY1R	AT1G72300
APUM23	AT1G72320
ERF073	AT1G72360
AT1G72410	AT1G72410
AT1G09307	AT1G09307
AT1G72480	AT1G72480
AT1G72490	AT1G72490
AT1G72500	AT1G72500
NA	NA
GLP1	AT1G72610
AT1G72650	AT1G72650
ALA5	AT1G72700
ALA5	AT1G72700
CKL2	AT1G72710
TIM23-2	AT1G72750
AT1G72760	AT1G72760
AT1G72820	AT1G72820
NFYA3	AT1G72830
AT1G72860	AT1G72860
AT1G72890	AT1G72890
AT1G09357	AT1G09357
AT1G72950	AT1G72950
PS2	AT1G73010
AT1G73020	AT1G73020
CHMP1B	AT1G73030
LPA3	AT1G73060
PEPR1	AT1G73080
SUVH3	AT1G73100
AT1G73120	AT1G73120
GTE3	AT1G73150
AT1G73170	AT1G73170
AT1G73210	AT1G73210
AT1G73230	AT1G73230
AT1G73340	AT1G73340
AT1G73390	AT1G73390
AT1G73480	AT1G73480
MKK9	AT1G73500
MKK9	AT1G73500
NUDT21	AT1G73540
AT1G73570	AT1G73570
AT1G09393	AT1G09393
NMT3	AT1G73600
LCR64	AT1G73603
AT1G73650	AT1G73650
MPK15	AT1G73670
p_MI0000189	AT1G73687
AT1G73710	AT1G73710
EIL3	AT1G73730
AT1G73760	AT1G73760
AT1G73770	AT1G73770
AT1G73760	AT1G73760
SARD1	AT1G73805
CCR4-5	AT1G73875
AT1G73885	AT1G73885
AT1G73920	AT1G73920
AT1G73940	AT1G73940
AT1G73970	AT1G73970
SPPA	AT1G73990
SSL12	AT1G74020
RPL6B	AT1G74060
SOT16	AT1G74100
MTERF15	AT1G74120
AT1G74160	AT1G74160
AT1G74170	AT1G74170
AT1G09423	AT1G09423
AT1G09427	AT1G09427
AT1G74300	AT1G74300
AT1G74340	AT1G74340
AT1G74370	AT1G74370
XXT5	AT1G74380
AT1G74450	AT1G74450
CHLP	AT1G74470
PRE3	AT1G74500
AT1G74510	AT1G74510
NRP1	AT1G74560
NA	NA
AT1G09497	AT1G09497
GASA6	AT1G74670
NUZ	AT1G74700
CPK30	AT1G74740
AT1G74780	AT1G74780
BOR5	AT1G74810
AT1G74840	AT1G74840
AT1G74860	AT1G74860
ndhO	AT1G74880
AT1G09517	AT1G09517
ERF018	AT1G74930
AT1G74929	AT1G74929
TIFY10B	AT1G74950
AT1G74990	AT1G74990
LPAT4	AT1G75020
AT1G75060	AT1G75060
AT1G75090	AT1G75090
AT1G75125	AT1G75125
AT1G75170	AT1G75170
AT1G75180	AT1G75180
TYW1	AT1G75200
AT1G75210	AT1G75210
AT1G75260	AT1G75260
AT1G75295	AT1G75295
OTC	AT1G75330
AT1G75335	AT1G75335
BBD1	AT1G75380
AT1G75400	AT1G75400
UBC16	AT1G75440
DREB2D	AT1G75490
NA	NA
AT1G09567	AT1G09567
SRS5	AT1G75520
AT1G75530	AT1G75530
NA	NA
NA	NA
AT1G75590	AT1G75590
AT1G75600	AT1G75600
AT1G75650	AT1G75650
AT1G09573	AT1G09573
HVA22G	AT1G75700
AT1G75717	AT1G75717
AT1G75730	AT1G75730
AT1G75785	AT1G75785
AT1G75810	AT1G75810
AT1G75810	AT1G75810
CLV1	AT1G75820
AT1G75945	AT1G75945
AT1G75945	AT1G75945
AT1G76000	AT1G76000
VHA-B1	AT1G76030
AT1G76020	AT1G76020
VHA-B1	AT1G76030
AT1G76050	AT1G76050
AT1G76160	AT1G76160
ERD14	AT1G76180
AT1G76185	AT1G76185
AT1G09613	AT1G09613
AT1G76380	AT1G76380
AT1G76440	AT1G76440
AT1G76460	AT1G76460
NA	NA
AHL29	AT1G76500
NA	NA
AT1G76570	AT1G76570
AT1G09633	AT1G09633
AT1G76600	AT1G76600
CML39	AT1G76640
OPR2	AT1G76690
UDP-GALT2	AT1G76670
AT1G09647	AT1G09647
AT1G76720	AT1G76720
COG0212	AT1G76730
AT1G76740	AT1G76740
NA	NA
AT1G76878	AT1G76878
GT-2	AT1G76890
AT1G09693	AT1G09693
AT1G76950	AT1G76950
AT1G76970	AT1G76970
AT1G76994	AT1G76994
AT1G77060	AT1G77060
PPD4	AT1G77090
AT1G09703	AT1G09703
ADH1	AT1G77120
SKIP	AT1G77180
AT1G77190	AT1G77190
AT1G77220	AT1G77220
AT1G77230	AT1G77230
AT1G77250	AT1G77250
AT1G77270	AT1G77270
AT1G77280	AT1G77280
TCHQD	AT1G77290
AT1G77350	AT1G77350
AT1G77340	AT1G77340
AT1G77350	AT1G77350
AT1G77360	AT1G77360
GRXC3	AT1G77370
CYCA1-2	AT1G77390
AT1G77420	AT1G77420
AT1G77450	AT1G77450
AT1G77450	AT1G77450
AT1G09733	AT1G09733
AT1G77480	AT1G77480
APXT	AT1G77490
AT1G77500	AT1G77500
PDIL1-2	AT1G77510
LACS9	AT1G77590
AT1G77600	AT1G77600
UDP-GALT1	AT1G77610
AT1G09737	AT1G09737
LYM3	AT1G77630
AT1G77650	AT1G77650
AT1G77670	AT1G77670
SOV	AT1G77680
LAX3	AT1G77690
PIP5K2	AT1G77740
NA	NA
AT1G77765	AT1G77765
AT1G77800	AT1G77800
AT1G77910	AT1G77910
TGA7	AT1G77920
RPL30B	AT1G77940
RPL30B	AT1G77940
AT1G77960	AT1G77960
SULTR1	AT1G78000
AT1G78010	AT1G78010
AT1G78020	AT1G78020
AT1G09773	AT1G09773
AT1G78070	AT1G78070
RAP2-4	AT1G78080
NA	NA
AT1G78100	AT1G78100
AT1G78130	AT1G78130
AT1G78140	AT1G78140
AT1G78190	AT1G78190
AT1G78230	AT1G78230
AT1G78250	AT1G78250
UGT85A4	AT1G78270
AT1G78280	AT1G78280
AT1G09807	AT1G09807
GSTU19	AT1G78380
VQ10	AT1G78410
AT1G78420	AT1G78420
GA2OX1	AT1G78440
GA2OX1	AT1G78440
SPS1	AT1G78510
RHM1	AT1G78570
AT1G09827	AT1G09827
MSL6	AT1G78610
AT1G78650	AT1G78650
GGH3	AT1G78670
GGH2	AT1G78680
BEH4	AT1G78700
AT1G78720	AT1G78720
AT1G78790	AT1G78790
AT1G78840	AT1G78840
AT1G78850	AT1G78850
RTNLB22	AT1G78895
VHA-A	AT1G78900
AT1G09837	AT1G09837
AT1G78915	AT1G78915
LUP1	AT1G78970
AT1G78990	AT1G78990
AT1G78995	AT1G78995
AT1G79020	AT1G79020
PSBR	AT1G79040
NA	NA
STR1	AT1G79230
AGC1-7	AT1G79250
AMC4	AT1G79340
AT1G79370	AT1G79370
AT1G79420	AT1G79420
ALDH5F1	AT1G79440
GA2	AT1G79460
AT1G79485	AT1G79485
KDSA1	AT1G79500
MTP9	AT1G79520
GAPCP1	AT1G79530
AT1G79550	AT1G79550
FTSH12	AT1G79560
SYP52	AT1G79590
NHX6	AT1G79610
AT1G79640	AT1G79640
RAD23B	AT1G79650
AT1G09907	AT1G09907
AT1G79710	AT1G79710
VIP2	AT1G79730
AT1G79790	AT1G79790
AT1G79820	AT1G79820
GC5	AT1G79830
AT1G79910	AT1G79910
AT1G09937	AT1G09937
NA	NA
AT1G80030	AT1G80030
TMM	AT1G80080
AT1G80120	AT1G80120
AT1G80130	AT1G80130
AT1G80250	AT1G80250
AT1G80245	AT1G80245
AATP1	AT1G80300
AAA1	AT1G80350
GLYK	AT1G80380
GLPK	AT1G80460
GLPK	AT1G80460
AT1G80480	AT1G80480
TPR1	AT1G80490
AT1G80530	AT1G80530
AT1G80555	AT1G80555
ERF084	AT1G80580
WIN1	AT1G80600
AHA9	AT1G80660
FDM5	AT1G80790
AT1G80810	AT1G80810
NA	NA
WRKY40	AT1G80840
AT1G80850	AT1G80850
MRS2-10	AT1G80900
AT1G80930	AT1G80930
LPEAT1	AT1G80950
AT1G80960	AT1G80960
AT1G80970	AT1G80970
AT2G01080	AT2G01080
TATC	AT2G01110
AT2G01120	AT2G01120
AT2G01160	AT2G01160
LPP1	AT2G01180
AT2G03905	AT2G03905
QSOX2	AT2G01270
AT2G01275	AT2G01275
AT2G01310	AT2G01310
ABCG7	AT2G01320
AT2G01340	AT2G01340
AT2G01410	AT2G01410
AT2G01422	AT2G01422
MPK17	AT2G01450
STL2P	AT2G01470
PAHX	AT2G01490
WOX6	AT2G01500
AT2G04015	AT2G04015
CRR3	AT2G01590
NA	NA
SKIP28	AT2G01620
AT2G04075	AT2G04075
AT2G01667	AT2G01667
NUDT17	AT2G01670
AT2G01680	AT2G01680
OST1B	AT2G01720
CPSF73-II	AT2G01730
AT2G01755	AT2G01755
ARR14	AT2G01760
AT2G01810	AT2G01810
TMK3	AT2G01820
NA	NA
XTH27	AT2G01850
PAP7	AT2G01880
IP5P9	AT2G01900
MAP65-6	AT2G01910
MAP65-6	AT2G01910
AT2G01920	AT2G01920
PQL3	AT2G01918
NA	NA
NA	NA
GAD4	AT2G02010
AT2G02061	AT2G02061
TOM3	AT2G02180
PP2B10	AT2G02360
AT2G02370	AT2G02370
GSTZ2	AT2G02380
AT2G02410	AT2G02410
AL6	AT2G02470
STI	AT2G02480
AT2G02600	AT2G02600
TLP1	AT2G02710
AT2G02730	AT2G02730
PCMP-E22	AT2G02750
UBC2	AT2G02760
AT2G02765	AT2G02765
UTR1	AT2G02810
AT2G04355	AT2G04355
SUC3	AT2G02860
SUC3	AT2G02860
AT2G02910	AT2G02910
AT2G04375	AT2G04375
AT2G04405	AT2G04405
GSTF3	AT2G02930
MEE12	AT2G02955
NA	NA
NA	NA
EXPA15	AT2G03090
SPP	AT2G03120
AT2G03140	AT2G03140
PHO1-H5	AT2G03240
AT2G04505	AT2G04505
AT2G03290	AT2G03290
AT2G03300	AT2G03300
