Gene.Name	Gene.ID
AT2G35950	AT2G35950
AT2G05075	AT2G05075
NA	NA
NTL8	AT2G27300
LBD19	AT2G45410
BUB1	AT2G20635
AT2G15590	AT2G15590
AT2G23390	AT2G23390
AT2G23120	AT2G23120
AT2G23118	AT2G23118
NA	NA
AT2G41750	AT2G41750
CDT1A	AT2G31270
AT2G46420	AT2G46420
GSTF9	AT2G30860
XERICO	AT2G04240
UBA1	AT2G30110
AT2G31740	AT2G31740
KIN5C	AT2G36200
TLP1	AT2G02710
AT2G05940	AT2G05940
AT2G01667	AT2G01667
FLA16	AT2G35860
AT2G09605	AT2G09605
AT2G36145	AT2G36145
AT2G37970	AT2G37970
PME17	AT2G45220
NA	NA
NA	NA
AT2G42750	AT2G42750
PLL4	AT2G28890
RTNLB5	AT2G46170
TKL-2	AT2G45290
AT2G15860	AT2G15860
PAT23	AT2G14255
AT2G18740	AT2G18740
HHP3	AT2G24150
PEX10	AT2G26350
PP2C27	AT2G33700
PDIL2-3	AT2G32920
ARL2	AT2G18390
AT2G33520	AT2G33520
p_MI0005381	AT2G26211
AT2G41640	AT2G41640
AT2G03700	AT2G03700
NRAMP3	AT2G23150
AT2G36300	AT2G36300
FACE2	AT2G36305
RPT2	AT2G30520
BUBR1	AT2G33560
AT2G32315	AT2G32315
THG2	AT2G32320
ATL38	AT2G34990
AT2G02410	AT2G02410
AT2G24440	AT2G24440
FUT4	AT2G15390
AT2G07055	AT2G07055
NUP62	AT2G45000
AT2G23370	AT2G23370
CLF	AT2G23380
AT2G25905	AT2G25905
AT2G33585	AT2G33585
AT2G33590	AT2G33590
AT2G01422	AT2G01422
AT2G28790	AT2G28790
AT2G45320	AT2G45320
AT2G35480	AT2G35480
PAHX	AT2G01490
NTL8	AT2G27300
NA	NA
AT2G33350	AT2G33350
XTH27	AT2G01850
AT2G24360	AT2G24360
AT2G18440	AT2G18440
AT2G18050	AT2G18050
ERD15	AT2G41430
AT2G39130	AT2G39130
RKP	AT2G22010
CHI	AT2G43570
THG1	AT2G31580
AT2G31585	AT2G31585
AT2G39805	AT2G39805
AT2G20360	AT2G20360
RRP6L3	AT2G32415
FLA16	AT2G35860
GBF3	AT2G46270
AT2G08650	AT2G08650
AT2G45300	AT2G45300
AT2G21860	AT2G21860
AT2G24250	AT2G24250
AT2G40700	AT2G40700
AT2G41490	AT2G41490
AT2G44970	AT2G44970
FAD4L2	AT2G22890
NA	NA
RAP2-7	AT2G28550
COP1	AT2G32950
NA	NA
CSP3	AT2G17870
CAS	AT2G46520
NA	NA
TAF14	AT2G18000
AT2G46850	AT2G46850
AT2G47530	AT2G47530
SPA1	AT2G46340
ATJ72	AT2G41000
AT2G45180	AT2G45180
RDR5	AT2G19930
AT2G19940	AT2G19940
AT2G45630	AT2G45630
AT2G09160	AT2G09160
AT2G46995	AT2G46995
BHLH100	AT2G41240
ELF3	AT2G25930
AT2G43890	AT2G43890
AT2G22650	AT2G22650
AT2G18193	AT2G18193
AT2G19850	AT2G19850
AT2G19790	AT2G19790
TET2	AT2G19580
AT2G05185	AT2G05185
LCKB2	AT2G46090
CRK3	AT2G46700
DBP	AT2G45820
AT2G18876	AT2G18876
NFYA4	AT2G34720
AT2G41945	AT2G41945
AT2G41950	AT2G41950
AT2G30020	AT2G30020
HIC	AT2G46720
AT2G17670	AT2G17670
AT2G41170	AT2G41170
UGT71C1	AT2G29750
RCA	AT2G39730
AT2G22780	AT2G22780
SCPL11	AT2G22970
AT2G33630	AT2G33630
PURA1	AT2G32080
AT2G32090	AT2G32090
TFIIS	AT2G38560
AT2G46940	AT2G46940
BHLH70	AT2G46810
AT2G48020	AT2G48020
AT2G29910	AT2G29910
MPT1	AT2G17270
CAPH	AT2G32590
AT2G34330	AT2G34330
DREB2C	AT2G40340
NA	NA
AT2G16250	AT2G16250
SUC3	AT2G02860
CALS10	AT2G36850
AT2G20560	AT2G20560
ATPC	AT2G33040
CRK1	AT2G41140
AT2G03810	AT2G03810
AT2G09585	AT2G09585
AT2G09590	AT2G09590
TUBB7	AT2G29550
AT2G21780	AT2G21780
MIZ1	AT2G41660
AT2G44550	AT2G44550
AT2G26515	AT2G26515
AT2G41312	AT2G41312
NA	NA
AT2G30780	AT2G30780
AT2G19810	AT2G19810
HO1	AT2G26670
INT1	AT2G43330
CP29B	AT2G37220
AT2G31940	AT2G31940
MTP11	AT2G39450
FTSH2	AT2G30950
NA	NA
URH1	AT2G36310
HMGB4	AT2G17560
AT2G17570	AT2G17570
GSTF3	AT2G02930
QSOX2	AT2G01270
AT2G30000	AT2G30000
ERD7	AT2G17840
AT2G21820	AT2G21820
ACR9	AT2G39570
ROPGEF4	AT2G45890
AT2G18090	AT2G18090
NA	NA
AT2G42970	AT2G42970
AT2G42975	AT2G42975
AT2G45070	AT2G45070
ARF10	AT2G28350
RS31A	AT2G46610
MYB12	AT2G47460
STY8	AT2G17700
PYM	AT2G42260
AT2G42480	AT2G42480
AT2G35320	AT2G35320
AT2G35330	AT2G35330
AT2G27950	AT2G27950
AT2G43240	AT2G43240
BZIP34	AT2G42380
GLCAT14C	AT2G37585
AT2G17930	AT2G17930
ZHD6	AT2G18350
AT2G32160	AT2G32160
AT2G25940	AT2G25940
AT2G36690	AT2G36690
IBH1	AT2G43060
AT2G25530	AT2G25530
AT2G09360	AT2G09360
CSY3	AT2G42790
AT2G35800	AT2G35800
CCA1	AT2G46830
AT2G20980	AT2G20980
AT2G09680	AT2G09680
AT2G46192	AT2G46192
AT2G37480	AT2G37480
MED18	AT2G22370
ATI1	AT2G45980
AT2G45990	AT2G45990
PME16	AT2G43050
NA	NA
AT2G09630	AT2G09630
POSF21	AT2G31370
NA	NA
NAGS1	AT2G22910
PPOX2	AT2G46580
MPK17	AT2G01450
AT2G04740	AT2G04740
GDH1	AT2G35370
NA	NA
PCMP-H33	AT2G29760
NA	NA
AT2G37670	AT2G37670
AT2G30040	AT2G30040
NA	NA
AT2G29380	AT2G29380
CCA1	AT2G46830
DRP1D	AT2G44590
NAPRT2	AT2G23420
AT2G45023	AT2G45023
MEFG2	AT2G45030
AT2G37660	AT2G37660
SMC3	AT2G27170
AT2G03290	AT2G03290
WRKY3	AT2G03340
AT2G27350	AT2G27350
AT2G31945	AT2G31945
AT2G27420	AT2G27420
NA	NA
AT2G30100	AT2G30100
CIPK11	AT2G30360
MAX2	AT2G42620
AT2G29670	AT2G29670
FER4	AT2G40300
AT2G45720	AT2G45720
KAS	AT2G04540
STL2P	AT2G01470
AT2G04115	AT2G04115
AT2G01680	AT2G01680
AT2G21720	AT2G21720
BLOS1	AT2G30330
NA	NA
AT2G47390	AT2G47390
PRA1B2	AT2G40380
GOS12	AT2G45200
AT2G21030	AT2G21030
RKP	AT2G22010
AT2G31810	AT2G31810
AT2G43865	AT2G43865
AT2G41900	AT2G41900
PGM	AT2G17280
NA	NA
FAB2	AT2G43710
AT2G12461	AT2G12461
WEB1	AT2G26570
AT2G09540	AT2G09540
OST1B	AT2G01720
CPSF73-II	AT2G01730
AT2G30880	AT2G30880
MEE12	AT2G02955
AT2G45460	AT2G45460
AT2G24130	AT2G24130
FTSH4	AT2G26140
AT2G20240	AT2G20240
AT2G39190	AT2G39190
ANTR3	AT2G38060
AT2G37150	AT2G37150
AT2G37160	AT2G37160
AT2G24020	AT2G24020
AT2G20670	AT2G20670
SUC3	AT2G02860
AT2G32020	AT2G32020
HSP90-5	AT2G04030
MPK20	AT2G42880
B3GALT3	AT2G32430
RTNLB13	AT2G23640
AT2G09070	AT2G09070
AT2G40480	AT2G40480
AT2G06955	AT2G06955
AT2G05786	AT2G05786
SBT2.5	AT2G19170
AT2G41960	AT2G41960
AT2G44360	AT2G44360
AT2G34250	AT2G34250
DEGP2	AT2G47940
AT2G25310	AT2G25310
AUR3	AT2G45490
CYS2	AT2G31980
AT2G46980	AT2G46980
AT2G09770	AT2G09770
TCP9	AT2G45680
AT2G01920	AT2G01920
ERF034	AT2G44940
NA	NA
PHL4	AT2G20400
AT2G46535	AT2G46535
DBP	AT2G45820
PXM16	AT2G41790
PHO1-H5	AT2G03240
AT2G04505	AT2G04505
AT2G42950	AT2G42950
AT2G41550	AT2G41550
AT2G01410	AT2G01410
TOM3	AT2G02180
AT2G47500	AT2G47500
AT2G15695	AT2G15695
AT2G08100	AT2G08100
AT2G42780	AT2G42780
AT2G09410	AT2G09410
BRXL1	AT2G35600
TKI1	AT2G36960
MUR3	AT2G20370
CXE9	AT2G45610
AT2G25060	AT2G25060
COL13	AT2G47890
RD19B	AT2G21430
AT2G23690	AT2G23690
TPS11	AT2G18700
PQL3	AT2G01918
ERF13	AT2G44840
GH3.3	AT2G23170
AT2G17770	AT2G17770
AT2G07645	AT2G07645
RIBA2	AT2G22450
ALE2	AT2G20300
SRF1	AT2G20850
LIP1	AT2G20860
PED1	AT2G33150
AT2G30600	AT2G30600
PIP2-3	AT2G37180
AT2G38610	AT2G38610
AT2G11215	AT2G11215
NA	NA
EME1B	AT2G22140
AT2G28640	AT2G28640
AT2G14860	AT2G14860
AT2G18969	AT2G18969
AT2G21250	AT2G21250
NA	NA
SEP2	AT2G21970
UBC23	AT2G16920
ARF3	AT2G24765
NA	NA
AT2G20760	AT2G20760
GCL2	AT2G20770
AT2G24100	AT2G24100
NA	NA
FAD3	AT2G29980
THF1	AT2G20890
NA	NA
LBD18	AT2G45420
NRP1	AT2G03440
AT2G30390	AT2G30390
AT2G33847	AT2G33847
AT2G25430	AT2G25430
KIN7E	AT2G21300
PRN2	AT2G43120
AT2G44175	AT2G44175
XLG1	AT2G23460
ATHB-21	AT2G18550
AT2G36540	AT2G36540
ANR1	AT2G14210
UGT72D1	AT2G18570
AGL17	AT2G22630
AT2G25210	AT2G25210
PAP7	AT2G01880
ZFN2	AT2G32930
AT2G28320	AT2G28320
AT2G41830	AT2G41830
AT2G05160	AT2G05160
VPS35A	AT2G17790
PGPS1	AT2G39290
AT2G21120	AT2G21120
FTSH3	AT2G29080
AT2G21960	AT2G21960
ATG9	AT2G31260
PDIL2-1	AT2G47470
AGT1	AT2G13360
AT2G40980	AT2G40980
SBT1.8	AT2G05920
UPF2	AT2G39260
AT2G39270	AT2G39270
AT2G25625	AT2G25625
NA	NA
ETG1	AT2G40550
CYP78A6	AT2G46660
AT2G17525	AT2G17525
AT2G39400	AT2G39400
PIL1	AT2G46970
ERF15	AT2G31230
AT2G23790	AT2G23790
AGP9	AT2G14890
AT2G17787	AT2G17787
AT2G44710	AT2G44710
HMGB14	AT2G34450
AT2G34460	AT2G34460
CBSDUF3	AT2G14520
BIO2	AT2G43360
SNRNP35	AT2G43370
BZIP2	AT2G18160
AT2G32795	AT2G32795
ETG1	AT2G40550
AT2G47850	AT2G47850
AT2G47060	AT2G47060
AT2G36670	AT2G36670
NA	NA
IQD14	AT2G43680
AT2G38465	AT2G38465
AT2G29628	AT2G29628
THIC	AT2G29630
AT2G38090	AT2G38090
AT2G46490	AT2G46490
AT2G20420	AT2G20420
GC4	AT2G46180
AXS1	AT2G27860
MPK7	AT2G18170
AT2G08645	AT2G08645
PTAC12	AT2G34640
AT2G44830	AT2G44830
AT2G20250	AT2G20250
AT2G35080	AT2G35080
AT2G35935	AT2G35935
NET3C	AT2G47920
CNX2	AT2G31955
PSBW	AT2G30570
AT2G09535	AT2G09535
AT2G39375	AT2G39375
AT2G20440	AT2G20440
RPL14A	AT2G20450
AT2G36030	AT2G36030
AT2G03905	AT2G03905
NPSN11	AT2G35190
PI4KG7	AT2G03890
AT2G21930	AT2G21930
PARG1	AT2G31870
BASS2	AT2G26900
AT2G15310	AT2G15310
CIPK13	AT2G34180
WRKY1	AT2G04880
AT2G32510	AT2G32510
AT2G37880	AT2G37880
NLP8	AT2G43500
AT2G07680	AT2G07680
AT2G22080	AT2G22080
AT2G18680	AT2G18680
UTR1	AT2G02810
AT2G42720	AT2G42720
OXA1L	AT2G46470
AT2G20723	AT2G20723
REIL2	AT2G24500
PUB33	AT2G45910
NFYB8	AT2G37060
NIR1	AT2G15620
KRP1	AT2G23430
AT2G07850	AT2G07850
SBE2.1	AT2G36390
AT2G28400	AT2G28400
APRR9	AT2G46790
CSP4	AT2G21060
AT2G05830	AT2G05830
AT2G38255	AT2G38255
COL3	AT2G24790
NTRC	AT2G41680
PUB63	AT2G40640
HAT9	AT2G22800
AT2G19350	AT2G19350
AT2G18780	AT2G18780
AT2G30766	AT2G30766
AT2G35343	AT2G35343
ALG3	AT2G47760
TSPO	AT2G47770
NAC037	AT2G18060
PEX11D	AT2G45740
AT2G46060	AT2G46060
AT2G06745	AT2G06745
AT2G45245	AT2G45245
AT2G39080	AT2G39080
FEI2	AT2G35620
AT2G45860	AT2G45860
AT2G45870	AT2G45870
p_MI0000178	AT2G25095
AT2G38820	AT2G38820
AT2G09935	AT2G09935
AT2G22805	AT2G22805
AT2G23755	AT2G23755
HIC	AT2G46720
ASK20	AT2G45950
ABCG3	AT2G28070
AT2G34160	AT2G34160
AT2G31090	AT2G31090
AT2G35300	AT2G35300
AT2G40800	AT2G40800
AT2G16760	AT2G16760
AT2G14765	AT2G14765
AT2G22180	AT2G22180
AT2G19802	AT2G19802
AT2G26000	AT2G26000
RPL28	AT2G33450
ABCA1	AT2G41700
AT2G41870	AT2G41870
CYP19-1	AT2G16600
AT2G31840	AT2G31840
AT2G25460	AT2G25460
AUX1	AT2G38120
AT2G28720	AT2G28720
WRKY35	AT2G34830
VQ17	AT2G42140
AT2G21195	AT2G21195
AT2G24625	AT2G24625
AT2G33190	AT2G33190
AGO4	AT2G27040
CLE5	AT2G31083
SAD2	AT2G31660
AT2G28940	AT2G28940
AT2G40860	AT2G40860
CYS3	AT2G40880
CKA4	AT2G23070
CKA3	AT2G23080
AT2G24550	AT2G24550
APC10	AT2G18290
AT2G19090	AT2G19090
FRL4A	AT3G22440
AT3G49140	AT3G49140
AT3G04443	AT3G04443
UGT80A2	AT3G07020
AT3G49470	AT3G49470
CHR11	AT3G06400
AT3G14900	AT3G14900
AT3G14910	AT3G14910
AT3G03650	AT3G03650
POX1	AT3G30775
FLU	AT3G14110
NUP107	AT3G14120
AT3G24190	AT3G24190
AT3G62560	AT3G62560
AT3G19240	AT3G19240
AT3G26560	AT3G26560
AT3G08255	AT3G08255
PAP18	AT3G20500
AT3G02415	AT3G02415
AT3G50780	AT3G50780
AT3G06615	AT3G06615
EXPA16	AT3G55500
AT3G54440	AT3G54440
SDR1	AT3G61220
AT3G03341	AT3G03341
AT3G17020	AT3G17020
AT3G14360	AT3G14360
AT3G26870	AT3G26870
NA	NA
BUB3.1	AT3G19590
AT3G01735	AT3G01735
AT3G09280	AT3G09280
ORP3B	AT3G09300
TOC120	AT3G16620
CYC11	AT3G27240
DOF3.7	AT3G61850
AT3G48120	AT3G48120
AT3G08020	AT3G08020
NA	NA
AT3G60360	AT3G60360
AT3G19780	AT3G19780
AT3G51980	AT3G51980
AT3G51990	AT3G51990
PDX12	AT3G16050
GATA1	AT3G24050
AT3G03800	AT3G03800
AT3G01740	AT3G01740
AT3G28030	AT3G28030
AT3G10572	AT3G10572
AAE3	AT3G48990
AT3G26480	AT3G26480
SUGTL5	AT3G05400
BET11	AT3G58170
AT3G58180	AT3G58180
RH13	AT3G16840
PDIL1-3	AT3G54960
PSBT	AT3G21055
RBL	AT3G21060
AT3G57785	AT3G57785
NADK1	AT3G21070
AT3G09855	AT3G09855
ATPK2	AT3G08720
NA	NA
NA	NA
MDAR1	AT3G52880
AT3G47680	AT3G47680
COP10	AT3G13550
ATHB-12	AT3G61890
PCMP-H36	AT3G02010
PIP2-1	AT3G53420
AT3G45310	AT3G45310
AT3G60320	AT3G60320
FLA15	AT3G52370
AT3G30739	AT3G30739
VPS37-1	AT3G53120
CYP97C1	AT3G53130
AT3G03790	AT3G03790
AT3G05635	AT3G05635
EVN	AT3G45040
AT3G48140	AT3G48140
BOR3	AT3G06450
AT3G27910	AT3G27910
AT3G06125	AT3G06125
RH52	AT3G58570
AT3G01516	AT3G01516
HCF107	AT3G17040
HS1	AT3G17210
PEX19-1	AT3G03490
AT3G15200	AT3G15200
AT3G03175	AT3G03175
AT3G57890	AT3G57890
WRI1	AT3G54320
AT3G09370	AT3G09370
TET3	AT3G45600
AT3G50210	AT3G50210
AT3G08780	AT3G08780
TFB1-3	AT3G61420
GLX2-2	AT3G10850
AT3G10860	AT3G10860
CALS9	AT3G07160
AFP4	AT3G02140
GATA24	AT3G21175
AT3G19540	AT3G19540
GAUT1	AT3G61130
F6'H1	AT3G13610
AT3G13620	AT3G13620
ARR9	AT3G57040
FAB1B	AT3G14270
NAC054	AT3G15170
AT3G07470	AT3G07470
AT3G07480	AT3G07480
NIMIN-2	AT3G25882
AT3G24506	AT3G24506
SDH2-1	AT3G27380
AT3G21400	AT3G21400
AT3G03375	AT3G03375
AT3G05110	AT3G05110
AT3G15470	AT3G15470
RPS20B	AT3G47370
AT3G63340	AT3G63340
AT3G06780	AT3G06780
PAT16	AT3G09320
TIM22-1	AT3G10110
AT3G06520	AT3G06520
AT3G47610	AT3G47610
BHLH123	AT3G20640
AT3G59870	AT3G59870
SCL7	AT3G50650
AT3G45200	AT3G45200
AT3G02335	AT3G02335
AT3G02340	AT3G02340
AT3G15980	AT3G15980
AT3G04775	AT3G04775
AT3G45180	AT3G45180
AT3G02895	AT3G02895
AT3G43230	AT3G43230
PRN1	AT3G59220
UVR3	AT3G15620
AT3G61280	AT3G61280
CYP71B34	AT3G26300
AT3G21320	AT3G21320
AFP3	AT3G29575
NAGK	AT3G57560
AT3G57570	AT3G57570
AT3G11560	AT3G11560
AT3G14075	AT3G14075
AT3G57540	AT3G57540
AT3G22950	AT3G22950
AT3G50860	AT3G50860
AT3G62630	AT3G62630
INVC	AT3G06500
AT3G01520	AT3G01520
AT3G29240	AT3G29240
AT3G56270	AT3G56270
PRA1F4	AT3G13710
AT3G06670	AT3G06670
TBP1	AT3G13445
ANTR4	AT3G46980
LHCA2	AT3G61470
HY2	AT3G09150
AT3G01975	AT3G01975
CRK2	AT3G19100
AT3G10420	AT3G10420
TOPP9	AT3G05580
AT3G01655	AT3G01655
AT3G01560	AT3G01560
HEME1	AT3G14930
AT3G24090	AT3G24090
AT3G48480	AT3G48480
AT3G57180	AT3G57180
PRFB3	AT3G57190
AT3G61571	AT3G61571
AT3G07985	AT3G07985
UPL7	AT3G53090
AT3G49210	AT3G49210
AT3G29580	AT3G29580
AT3G05520	AT3G05520
AT3G26440	AT3G26440
SAHH2	AT3G23810
PAO3	AT3G59050
ABCB21	AT3G62150
SAMDC1	AT3G02470
AT3G03125	AT3G03125
AT3G29020	AT3G29020
AT3G63180	AT3G63180
AT3G26135	AT3G26135
AT3G01590	AT3G01590
AT3G14590	AT3G14590
CYP72A15	AT3G14690
TCP4	AT3G15030
AT3G60540	AT3G60540
PYD1	AT3G17810
TENA_E	AT3G16990
UBC32	AT3G17000
AT3G49796	AT3G49796
AT3G25440	AT3G25440
AT3G54000	AT3G54000
AT3G07680	AT3G07680
AT3G62190	AT3G62190
DTX24	AT3G03620
CHLG	AT3G51820
BRG3	AT3G12920
AOX1A	AT3G22370
NA	NA
AT3G57630	AT3G57630
GLO3	AT3G14150
AT3G14160	AT3G14160
F3H	AT3G51240
FTSH7	AT3G47060
ATPK1	AT3G08730
AT3G16712	AT3G16712
AT3G50020	AT3G50020
AT3G14190	AT3G14190
AT3G53400	AT3G53400
p_MI0000188	AT3G10745
AT3G15350	AT3G15350
AT3G62120	AT3G62120
AT3G52110	AT3G52110
AT3G46450	AT3G46450
RBR1	AT3G12280
AT3G09850	AT3G09850
AT3G09860	AT3G09860
OBE4	AT3G63500
NCED3	AT3G14440
ERDJ3A	AT3G08970
PTAC16	AT3G46780
SYP73	AT3G61450
AT3G05215	AT3G05215
ABF4	AT3G19290
INVH	AT3G05820
PP2A13	AT3G61060
BHLH117	AT3G22100
H2B	AT3G45980
GAPC1	AT3G04120
PUB9	AT3G07360
BZIP28	AT3G10800
AT3G09425	AT3G09425
RH40	AT3G06480
AT3G09980	AT3G09980
HYH	AT3G17609
PEX11B	AT3G47430
PLDZETA1	AT3G16785
ANT1	AT3G11900
AT3G26990	AT3G26990
AT3G10210	AT3G10210
TFCB	AT3G10220
NA	NA
HSFA1E	AT3G02990
AT3G50540	AT3G50540
AT3G08890	AT3G08890
AT3G02195	AT3G02195
AT3G09350	AT3G09350
MTERF18	AT3G60400
AT3G56360	AT3G56360
RCI2B	AT3G05890
AT3G10290	AT3G10290
NA	NA
AT3G55640	AT3G55640
AT3G61260	AT3G61260
AT3G57060	AT3G57060
AT3G57062	AT3G57062
NFYA6	AT3G14020
AT3G62260	AT3G62260
SIA2	AT3G48820
AT3G48830	AT3G48830
AT3G49870	AT3G49870
AT3G04420	AT3G04420
ARP2	AT3G27000
PHS1	AT3G29320
HCF152	AT3G09650
ATG13A	AT3G49590
LHCA4	AT3G47470
AT3G01490	AT3G01490
AT3G52990	AT3G52990
AT3G01115	AT3G01115
SCPL21	AT3G25420
ATG1A	AT3G61960
JAL34	AT3G16460
TRP2	AT3G46590
ASK2	AT3G61160
MBD4	AT3G63030
NA	NA
GATA8	AT3G54810
NA	NA
IDD11	AT3G13810
SPO11-1	AT3G13170
TIC	AT3G22380
AT3G45620	AT3G45620
AT3G09665	AT3G09665
AT3G02745	AT3G02745
AT3G01075	AT3G01075
AT3G44100	AT3G44100
AT3G01365	AT3G01365
PEX11E	AT3G61070
AT3G15670	AT3G15670
WNK6	AT3G18750
PSBO2	AT3G50820
AT3G25910	AT3G25910
PP2CA	AT3G11410
NA	NA
BHLH47	AT3G47640
AT3G51730	AT3G51730
NIFU4	AT3G20970
AT3G23080	AT3G23080
NA	NA
BASS3	AT3G25410
GSA2	AT3G48730
AT3G48800	AT3G48800
AT3G48810	AT3G48810
COR413PM2	AT3G50830
AT3G09465	AT3G09465
AT3G54360	AT3G54360
AT3G52740	AT3G52740
UGD2	AT3G29360
RABA2C	AT3G46830
FER	AT3G51550
AT3G53670	AT3G53670
ARP5	AT3G12380
AT3G12385	AT3G12385
FLA18	AT3G11700
AT3G03680	AT3G03680
Y-2	AT3G27210
CLC-B	AT3G27170
SIB1	AT3G56710
FER2	AT3G11050
AT3G20820	AT3G20820
DSPTP1	AT3G23610
AT3G17120	AT3G17120
EHD1	AT3G20290
AT3G03100	AT3G03100
AT3G04620	AT3G04620
DGD1	AT3G11670
AT3G58600	AT3G58600
AT3G58610	AT3G58610
UBP13	AT3G11910
TFCD	AT3G60740
AT3G15940	AT3G15940
AT3G03195	AT3G03195
AT3G18950	AT3G18950
PAL4	AT3G10340
PIF6	AT3G62090
AT3G60980	AT3G60980
SPP3B	AT3G52340
NA	NA
NA	NA
CDKB1-1	AT3G54180
DJ1A	AT3G14990
AT3G02315	AT3G02315
IKU2	AT3G19700
LOG4	AT3G53450
AT3G15360	AT3G15360
AT3G13740	AT3G13740
AT3G27540	AT3G27540
AT3G22980	AT3G22980
RTNLB6	AT3G61560
AT3G60910	AT3G60910
AT3G54310	AT3G54310
SCE1	AT3G57870
AT3G61050	AT3G61050
TFIIB2	AT3G10330
AIP1-2	AT3G18060
AT3G60790	AT3G60790
AT3G17250	AT3G17250
AT3G03150	AT3G03150
AT3G03160	AT3G03160
CCR4-3	AT3G18500
BASS4	AT3G56160
AT3G57810	AT3G57810
AT3G60590	AT3G60590
AT3G03635	AT3G03635
RPS19A	AT3G02080
AT3G53830	AT3G53830
RS31	AT3G61860
ERDJ3B	AT3G62600
CYP72A13	AT3G14660
TSO2	AT3G27060
PTEN2B	AT3G50110
AT3G50910	AT3G50910
AT3G13310	AT3G13310
AT3G59820	AT3G59820
SYP43	AT3G05710
AT3G04955	AT3G04955
SOX	AT3G01910
AT3G01920	AT3G01920
AT3G02910	AT3G02910
PLDALPHA1	AT3G15730
AT3G07975	AT3G07975
NIT3	AT3G44320
ATX3	AT3G61740
AT3G26910	AT3G26910
AT3G03065	AT3G03065
PCMP-E79	AT3G28640
AT3G45820	AT3G45820
AT3G50690	AT3G50690
AT3G04475	AT3G04475
RS2Z32	AT3G53500
AT3G55570	AT3G55570
AT3G55880	AT3G55880
AT3G10985	AT3G10985
AT3G12590	AT3G12590
VQ20	AT3G18360
AT3G04040	AT3G04040
AT3G21320	AT3G21320
AT3G44190	AT3G44190
IAA2	AT3G23030
AT3G51370	AT3G51370
LRR-RLK	AT3G14840
PHB4	AT3G27280
PEX12	AT3G04460
AT3G45230	AT3G45230
AT3G26580	AT3G26580
NA	NA
AT3G23700	AT3G23700
TIC22L	AT3G23710
AT3G27090	AT3G27090
EMB2750	AT3G06430
AT3G57470	AT3G57470
GRXS15	AT3G15660
OXI1	AT3G25250
EBP1	AT3G51800
AT3G01860	AT3G01860
LNK3	AT3G12320
AT3G18290	AT3G18290
NA	NA
AT3G50060	AT3G50060
AT3G60650	AT3G60650
UBP14	AT3G20630
PIP5K6	AT3G07960
AT3G09520	AT3G09520
AT3G15280	AT3G15280
AT3G15290	AT3G15290
AT3G60510	AT3G60510
GLO4	AT3G14130
AT3G14140	AT3G14140
AT3G12820	AT3G12820
AT3G30380	AT3G30380
NA	NA
NAC062	AT3G49530
AT3G06410	AT3G06410
NA	NA
HDA15	AT3G18520
DOF3.5	AT3G52440
AT3G14870	AT3G14870
AT3G17185	AT3G17185
AT3G19970	AT3G19970
NA	NA
EIF4G	AT3G60240
AT3G16930	AT3G16930
TIFY6B	AT3G17860
MSL5	AT3G14810
AT3G08590	AT3G08590
AT3G58760	AT3G58760
AT3G51750	AT3G51750
UMK1	AT3G60180
UGP2	AT3G03250
AT3G47580	AT3G47580
ELIP1	AT3G22840
AT3G61980	AT3G61980
AT3G58140	AT3G58140
AT3G27590	AT3G27590
PCMP-E80	AT3G28660
AT3G47830	AT3G47830
AT3G61670	AT3G61670
AT3G11000	AT3G11000
NCED6	AT3G24220
SULTR3	AT3G51895
AT3G48240	AT3G48240
CYCU3-1	AT3G63120
RANGAP1	AT3G63130
HYP1	AT3G01100
DMC1	AT3G22880
AT3G62200	AT3G62200
AT3G09755	AT3G09755
PEX22	AT3G21865
AT3G58450	AT3G58450
AT3G01695	AT3G01695
PAT10	AT3G51390
AT3G49720	AT3G49720
VHA-G1	AT3G01390
AT3G01400	AT3G01400
RGL2	AT3G03450
PPA4	AT3G53620
AT3G14550	AT3G14550
AT3G06470	AT3G06470
BAG1	AT3G29310
AT3G52980	AT3G52980
AT3G16170	AT3G16170
CM1	AT3G29200
NA	NA
ACT2	AT3G18780
AT3G27340	AT3G27340
AT3G13390	AT3G13390
AT3G22070	AT3G22070
PAR2	AT3G58850
LBD41	AT3G02550
AT3G04184	AT3G04184
ALB3L3	AT3G44370
AT3G16560	AT3G16560
ERF7	AT3G20310
AT3G25700	AT3G25700
AT3G61750	AT3G61750
LUX	AT3G46640
AT3G13410	AT3G13410
AT3G13420	AT3G13420
CDP1	AT3G19180
NA	NA
XERO1	AT3G50980
AT3G11850	AT3G11850
OCT7	AT3G13050
AT3G11500	AT3G11500
AT3G11505	AT3G11505
AT3G06840	AT3G06840
AT3G29760	AT3G29760
AT3G04440	AT3G04440
PCMP-E85	AT3G50420
AT3G50430	AT3G50430
AT3G08905	AT3G08905
AT3G52150	AT3G52150
NA	NA
FAO3	AT3G23410
AT3G07855	AT3G07855
CKX6	AT3G63440
NA	NA
AT3G62580	AT3G62580
NAC056	AT3G15510
AT3G17090	AT3G17090
KIN12B	AT3G23670
UBC19	AT3G20060
AT3G24170	AT3G24170
AT3G07090	AT3G07090
IDN2	AT3G48670
AT3G52480	AT3G52480
AT3G57770	AT3G57770
AT3G18350	AT3G18350
ZPR3	AT3G52770
AT3G50060	AT3G50060
AT3G15548	AT3G15548
AT3G15550	AT3G15550
MKK5	AT3G21220
